Order ID,Order Date,Product,Category,Region,Quantity,Price,Sales
10032,2023-01-03 06:10:26.525305061,Headphones,Electronics,East,2,16636,33272
10033,2023-01-03 07:55:17.703540708,Mouse,Accessories,South,4,26348,105392
10034,2023-01-03 09:40:08.881776355,Mouse,Accessories,West,3,11108,33324
10035,2023-01-03 11:25:00.060012002,Webcam,Electronics,North,1,9098,9098
10036,2023-01-03 13:09:51.238247649,Webcam,Accessories,East,3,37180,111540
10037,2023-01-03 14:54:42.416483296,Webcam,Accessories,North,2,19883,39766
10038,2023-01-03 16:39:33.594718943,Keyboard,Electronics,East,4,45400,181600
10039,2023-01-03 18:24:24.772954590,Mouse,Accessories,West,3,46999,140997
10040,2023-01-03 20:09:15.951190238,Mouse,Electronics,East,4,48951,195804
10041,2023-01-03 21:54:07.129425885,Laptop,Electronics,East,1,8160,8160
10042,2023-01-03 23:38:58.307661532,Keyboard,Accessories,East,1,56262,56262
10043,2023-01-04 01:23:49.485897179,Monitor,Electronics,North,5,20929,104645
10044,2023-01-04 03:08:40.664132826,Keyboard,Accessories,South,5,18597,92985
10045,2023-01-04 04:53:31.842368473,Monitor,Electronics,North,3,12123,36369
10046,2023-01-04 06:38:23.020604120,Laptop,Accessories,South,5,50570,252850
10047,2023-01-04 08:23:14.198839768,Headphones,Accessories,North,4,29357,117428
10048,2023-01-04 10:08:05.377075415,Mouse,Accessories,West,5,5960,29800
10049,2023-01-04 11:52:56.555311062,Laptop,Electronics,West,4,34556,138224
10050,2023-01-04 13:37:47.733546709,Mouse,Electronics,East,5,19255,96275
10051,2023-01-04 15:22:38.911782356,Webcam,Accessories,West,5,14350,71750
10052,2023-01-04 17:07:30.090018003,Headphones,Electronics,East,5,31881,159405
10053,2023-01-04 18:52:21.268253650,Headphones,Accessories,South,2,19409,38818
10054,2023-01-04 20:37:12.446489297,Laptop,Accessories,West,2,56416,112832
10055,2023-01-04 22:22:03.624724945,Headphones,Electronics,South,5,33635,168175
10056,2023-01-05 00:06:54.802960592,Monitor,Accessories,North,4,3446,13784
10057,2023-01-05 01:51:45.981196239,Headphones,Electronics,South,3,57581,172743
10058,2023-01-05 03:36:37.159431886,Mouse,Accessories,North,1,31657,31657
10059,2023-01-05 05:21:28.337667533,Mouse,Electronics,South,2,22207,44414
10060,2023-01-05 07:06:19.515903180,Mouse,Accessories,South,5,49951,249755
10061,2023-01-05 08:51:10.694138827,Mouse,Accessories,West,1,9752,9752
10062,2023-01-05 10:36:01.872374474,Monitor,Electronics,South,2,52803,105606
10063,2023-01-05 12:20:53.050610122,Keyboard,Accessories,West,3,14440,43320
10064,2023-01-05 14:05:44.228845769,Webcam,Accessories,West,4,45864,183456
10065,2023-01-05 15:50:35.407081416,Laptop,Electronics,East,5,50691,253455
10066,2023-01-05 17:35:26.585317063,Mouse,Accessories,East,3,7499,22497
10067,2023-01-05 19:20:17.763552710,Headphones,Electronics,North,2,22139,44278
10068,2023-01-05 21:05:08.941788357,Mouse,Accessories,South,5,15767,78835
10069,2023-01-05 22:50:00.120024004,Headphones,Electronics,North,1,23343,23343
10070,2023-01-06 00:34:51.298259651,Webcam,Accessories,South,4,28712,114848
10071,2023-01-06 02:19:42.476495299,Webcam,Accessories,East,2,20673,41346
10072,2023-01-06 04:04:33.654730946,Webcam,Accessories,East,4,55698,222792
10073,2023-01-06 05:49:24.832966593,Headphones,Electronics,South,5,30488,152440
10074,2023-01-06 07:34:16.011202240,Mouse,Electronics,South,3,27520,82560
10075,2023-01-06 09:19:07.189437887,Webcam,Electronics,East,4,45105,180420
10076,2023-01-06 11:03:58.367673534,Monitor,Electronics,East,1,49587,49587
10077,2023-01-06 12:48:49.545909181,Headphones,Accessories,North,2,16784,33568
10078,2023-01-06 14:33:40.724144829,Headphones,Accessories,East,1,52910,52910
10079,2023-01-06 16:18:31.902380476,Mouse,Electronics,South,4,39079,156316
10080,2023-01-06 18:03:23.080616123,Headphones,Electronics,North,3,45220,135660
10081,2023-01-06 19:48:14.258851770,Headphones,Electronics,South,3,21491,64473
10082,2023-01-06 21:33:05.437087417,Webcam,Accessories,West,1,48342,48342
10083,2023-01-06 23:17:56.615323064,Mouse,Electronics,North,5,52047,260235
10084,2023-01-07 01:02:47.793558711,Webcam,Electronics,South,5,49720,248600
10085,2023-01-07 02:47:38.971794358,Webcam,Accessories,East,3,36268,108804
10086,2023-01-07 04:32:30.150030006,Mouse,Accessories,West,1,15718,15718
10087,2023-01-07 06:17:21.328265653,Laptop,Electronics,South,1,36597,36597
10088,2023-01-07 08:02:12.506501300,Webcam,Accessories,North,1,33815,33815
10089,2023-01-07 09:47:03.684736947,Monitor,Electronics,South,4,36132,144528
10090,2023-01-07 11:31:54.862972594,Monitor,Accessories,West,5,27832,139160
10091,2023-01-07 13:16:46.041208241,Headphones,Electronics,North,5,55818,279090
10092,2023-01-07 15:01:37.219443888,Monitor,Electronics,West,4,32862,131448
10093,2023-01-07 16:46:28.397679536,Headphones,Electronics,South,2,13864,27728
10094,2023-01-07 18:31:19.575915183,Laptop,Electronics,East,4,23842,95368
10095,2023-01-07 20:16:10.754150830,Mouse,Accessories,East,1,59097,59097
10096,2023-01-07 22:01:01.932386477,Mouse,Accessories,South,4,9177,36708
10097,2023-01-07 23:45:53.110622124,Mouse,Accessories,South,1,47115,47115
10098,2023-01-08 01:30:44.288857771,Monitor,Accessories,South,3,57782,173346
10099,2023-01-08 03:15:35.467093418,Laptop,Electronics,North,1,41699,41699
10100,2023-01-08 05:00:26.645329065,Monitor,Electronics,West,5,57210,286050
10101,2023-01-08 06:45:17.823564713,Monitor,Accessories,West,4,52954,211816
10102,2023-01-08 08:30:09.001800360,Laptop,Accessories,West,1,46609,46609
10103,2023-01-08 10:15:00.180036007,Laptop,Accessories,South,2,12844,25688
10104,2023-01-08 11:59:51.358271654,Laptop,Accessories,West,3,9594,28782
10105,2023-01-08 13:44:42.536507301,Laptop,Accessories,South,2,14418,28836
10106,2023-01-08 15:29:33.714742948,Mouse,Electronics,North,2,35854,71708
10107,2023-01-08 17:14:24.892978595,Keyboard,Electronics,East,2,24108,48216
10108,2023-01-08 18:59:16.071214242,Keyboard,Electronics,South,3,11419,34257
10109,2023-01-08 20:44:07.249449890,Laptop,Accessories,South,3,23539,70617
10110,2023-01-08 22:28:58.427685537,Keyboard,Accessories,East,3,45370,136110
10111,2023-01-09 00:13:49.605921184,Keyboard,Accessories,East,3,44950,134850
10112,2023-01-09 01:58:40.784156831,Laptop,Accessories,North,2,13835,27670
10113,2023-01-09 03:43:31.962392478,Keyboard,Electronics,West,5,18533,92665
10114,2023-01-09 05:28:23.140628125,Monitor,Electronics,South,5,50214,251070
10115,2023-01-09 07:13:14.318863772,Headphones,Accessories,West,3,30515,91545
10116,2023-01-09 08:58:05.497099419,Headphones,Electronics,South,4,36921,147684
10117,2023-01-09 10:42:56.675335067,Laptop,Electronics,North,1,42968,42968
10118,2023-01-09 12:27:47.853570714,Mouse,Accessories,East,4,23322,93288
10119,2023-01-09 14:12:39.031806361,Laptop,Accessories,North,4,11223,44892
10120,2023-01-09 15:57:30.210042008,Mouse,Accessories,East,4,59666,238664
10121,2023-01-09 17:42:21.388277655,Headphones,Accessories,West,5,11273,56365
10122,2023-01-09 19:27:12.566513302,Laptop,Accessories,West,1,34519,34519
10123,2023-01-09 21:12:03.744748949,Webcam,Accessories,North,4,25160,100640
10124,2023-01-09 22:56:54.922984597,Monitor,Electronics,East,3,9849,29547
10125,2023-01-10 00:41:46.101220244,Keyboard,Electronics,North,5,50852,254260
10126,2023-01-10 02:26:37.279455891,Mouse,Accessories,East,3,26656,79968
10127,2023-01-10 04:11:28.457691538,Webcam,Electronics,East,3,49988,149964
10128,2023-01-10 05:56:19.635927185,Keyboard,Accessories,West,4,11348,45392
10129,2023-01-10 07:41:10.814162832,Keyboard,Accessories,West,3,18924,56772
10130,2023-01-10 09:26:01.992398479,Laptop,Accessories,East,1,53184,53184
10131,2023-01-10 11:10:53.170634126,Keyboard,Accessories,East,3,39935,119805
10132,2023-01-10 12:55:44.348869774,Monitor,Electronics,East,4,40132,160528
10133,2023-01-10 14:40:35.527105421,Webcam,Accessories,West,3,2983,8949
10134,2023-01-10 16:25:26.705341068,Keyboard,Electronics,West,5,25890,129450
10135,2023-01-10 18:10:17.883576715,Laptop,Accessories,South,5,15629,78145
10136,2023-01-10 19:55:09.061812362,Monitor,Accessories,East,5,50056,250280
10137,2023-01-10 21:40:00.240048009,Headphones,Accessories,South,2,12273,24546
10138,2023-01-10 23:24:51.418283656,Webcam,Electronics,East,5,55948,279740
10139,2023-01-11 01:09:42.596519303,Keyboard,Accessories,West,5,32739,163695
10140,2023-01-11 02:54:33.774754951,Laptop,Accessories,South,2,41416,82832
10141,2023-01-11 04:39:24.952990598,Headphones,Accessories,South,5,8894,44470
10142,2023-01-11 06:24:16.131226245,Headphones,Electronics,North,4,47073,188292
10143,2023-01-11 08:09:07.309461892,Mouse,Electronics,East,5,46693,233465
10144,2023-01-11 09:53:58.487697539,Monitor,Electronics,West,5,52466,262330
10145,2023-01-11 11:38:49.665933186,Keyboard,Accessories,North,2,25343,50686
10146,2023-01-11 13:23:40.844168833,Laptop,Electronics,North,4,44095,176380
10147,2023-01-11 15:08:32.022404481,Mouse,Accessories,East,3,32174,96522
10148,2023-01-11 16:53:23.200640128,Monitor,Electronics,North,1,51801,51801
10149,2023-01-11 18:38:14.378875775,Mouse,Electronics,East,4,57852,231408
10150,2023-01-11 20:23:05.557111422,Webcam,Accessories,North,3,45179,135537
10151,2023-01-11 22:07:56.735347069,Monitor,Electronics,East,4,7900,31600
10152,2023-01-11 23:52:47.913582716,Monitor,Accessories,West,3,49905,149715
10153,2023-01-12 01:37:39.091818363,Keyboard,Accessories,East,3,4800,14400
10154,2023-01-12 03:22:30.270054010,Monitor,Electronics,East,4,36246,144984
10155,2023-01-12 05:07:21.448289658,Mouse,Accessories,South,2,43735,87470
10156,2023-01-12 06:52:12.626525305,Monitor,Accessories,West,4,43926,175704
10157,2023-01-12 08:37:03.804760952,Keyboard,Electronics,West,4,8054,32216
10158,2023-01-12 10:21:54.982996599,Keyboard,Electronics,West,3,39827,119481
10159,2023-01-12 12:06:46.161232246,Webcam,Accessories,North,1,43727,43727
10160,2023-01-12 13:51:37.339467893,Mouse,Electronics,South,3,45775,137325
10161,2023-01-12 15:36:28.517703540,Headphones,Accessories,West,5,42201,211005
10162,2023-01-12 17:21:19.695939187,Headphones,Accessories,North,4,30373,121492
10163,2023-01-12 19:06:10.874174835,Monitor,Electronics,North,4,28525,114100
10164,2023-01-12 20:51:02.052410482,Webcam,Electronics,North,2,39977,79954
10165,2023-01-12 22:35:53.230646129,Laptop,Electronics,South,3,8115,24345
10166,2023-01-13 00:20:44.408881776,Monitor,Electronics,North,2,32107,64214
10167,2023-01-13 02:05:35.587117423,Webcam,Accessories,South,4,31486,125944
10168,2023-01-13 03:50:26.765353070,Mouse,Accessories,East,3,14068,42204
10169,2023-01-13 05:35:17.943588717,Mouse,Electronics,North,3,19640,58920
10170,2023-01-13 07:20:09.121824365,Mouse,Electronics,West,5,33158,165790
10171,2023-01-13 09:05:00.300060012,Mouse,Accessories,North,5,37136,185680
10172,2023-01-13 10:49:51.478295659,Mouse,Accessories,East,1,57539,57539
10173,2023-01-13 12:34:42.656531306,Webcam,Accessories,East,5,17128,85640
10174,2023-01-13 14:19:33.834766953,Webcam,Accessories,North,3,25942,77826
10175,2023-01-13 16:04:25.013002600,Keyboard,Electronics,East,5,3827,19135
10176,2023-01-13 17:49:16.191238247,Headphones,Accessories,South,1,59596,59596
10177,2023-01-13 19:34:07.369473894,Mouse,Accessories,South,4,16990,67960
10178,2023-01-13 21:18:58.547709542,Laptop,Electronics,North,5,36255,181275
10179,2023-01-13 23:03:49.725945189,Webcam,Accessories,South,3,20987,62961
10180,2023-01-14 00:48:40.904180836,Laptop,Accessories,South,4,53673,214692
10181,2023-01-14 02:33:32.082416483,Laptop,Electronics,West,3,47115,141345
10182,2023-01-14 04:18:23.260652130,Laptop,Electronics,North,4,21901,87604
10183,2023-01-14 06:03:14.438887777,Keyboard,Electronics,East,3,17277,51831
10184,2023-01-14 07:48:05.617123424,Webcam,Accessories,North,5,2643,13215
10185,2023-01-14 09:32:56.795359072,Laptop,Accessories,South,5,51364,256820
10186,2023-01-14 11:17:47.973594719,Mouse,Electronics,West,1,24729,24729
10187,2023-01-14 13:02:39.151830366,Monitor,Electronics,North,4,22087,88348
10188,2023-01-14 14:47:30.330066013,Laptop,Accessories,North,1,22818,22818
10189,2023-01-14 16:32:21.508301660,Keyboard,Electronics,South,2,1019,2038
10190,2023-01-14 18:17:12.686537307,Webcam,Electronics,South,5,34443,172215
10191,2023-01-14 20:02:03.864772954,Keyboard,Electronics,North,4,54629,218516
10192,2023-01-14 21:46:55.043008601,Laptop,Accessories,South,1,50760,50760
10193,2023-01-14 23:31:46.221244249,Webcam,Accessories,South,1,56438,56438
10194,2023-01-15 01:16:37.399479896,Monitor,Accessories,South,2,50213,100426
10195,2023-01-15 03:01:28.577715543,Laptop,Accessories,South,1,10457,10457
10196,2023-01-15 04:46:19.755951190,Keyboard,Accessories,South,3,34922,104766
10197,2023-01-15 06:31:10.934186837,Headphones,Accessories,West,5,10820,54100
10198,2023-01-15 08:16:02.112422484,Mouse,Electronics,South,1,33750,33750
10199,2023-01-15 10:00:53.290658131,Keyboard,Accessories,East,1,43586,43586
10200,2023-01-15 11:45:44.468893778,Webcam,Accessories,North,2,37484,74968
10201,2023-01-15 13:30:35.647129426,Laptop,Electronics,West,3,39010,117030
10202,2023-01-15 15:15:26.825365073,Mouse,Accessories,West,1,55711,55711
10203,2023-01-15 17:00:18.003600720,Laptop,Accessories,South,5,38790,193950
10204,2023-01-15 18:45:09.181836367,Webcam,Electronics,North,5,23869,119345
10205,2023-01-15 20:30:00.360072014,Laptop,Electronics,East,1,51594,51594
10206,2023-01-15 22:14:51.538307661,Headphones,Electronics,South,3,35421,106263
10207,2023-01-15 23:59:42.716543308,Mouse,Accessories,North,5,3502,17510
10208,2023-01-16 01:44:33.894778956,Mouse,Electronics,South,5,53421,267105
10209,2023-01-16 03:29:25.073014603,Webcam,Accessories,South,3,17665,52995
10210,2023-01-16 05:14:16.251250250,Headphones,Accessories,South,3,26600,79800
10211,2023-01-16 06:59:07.429485897,Keyboard,Accessories,South,1,30394,30394
10212,2023-01-16 08:43:58.607721544,Laptop,Accessories,South,4,15086,60344
10213,2023-01-16 10:28:49.785957191,Monitor,Electronics,South,2,37171,74342
10214,2023-01-16 12:13:40.964192838,Laptop,Electronics,South,4,35003,140012
10215,2023-01-16 13:58:32.142428485,Laptop,Accessories,East,4,54912,219648
10216,2023-01-16 15:43:23.320664133,Keyboard,Electronics,West,5,14149,70745
10217,2023-01-16 17:28:14.498899780,Laptop,Accessories,East,3,31394,94182
10218,2023-01-16 19:13:05.677135427,Headphones,Accessories,South,5,15396,76980
10219,2023-01-16 20:57:56.855371074,Headphones,Accessories,South,2,24324,48648
10220,2023-01-16 22:42:48.033606721,Mouse,Electronics,East,1,48198,48198
10221,2023-01-17 00:27:39.211842368,Webcam,Accessories,East,2,18169,36338
10222,2023-01-17 02:12:30.390078015,Monitor,Accessories,West,5,47632,238160
10223,2023-01-17 03:57:21.568313662,Laptop,Electronics,East,5,49274,246370
10224,2023-01-17 05:42:12.746549310,Laptop,Electronics,West,5,45277,226385
10225,2023-01-17 07:27:03.924784957,Keyboard,Electronics,South,5,27243,136215
10226,2023-01-17 09:11:55.103020604,Webcam,Electronics,North,4,32016,128064
10227,2023-01-17 10:56:46.281256251,Headphones,Accessories,North,1,4194,4194
10228,2023-01-17 12:41:37.459491898,Monitor,Electronics,North,4,33398,133592
10229,2023-01-17 14:26:28.637727545,Mouse,Accessories,North,5,5789,28945
10230,2023-01-17 16:11:19.815963192,Headphones,Electronics,South,3,21159,63477
10231,2023-01-17 17:56:10.994198839,Webcam,Electronics,North,4,44406,177624
10232,2023-01-17 19:41:02.172434487,Mouse,Electronics,East,5,6350,31750
10233,2023-01-17 21:25:53.350670134,Keyboard,Electronics,East,5,34301,171505
10234,2023-01-17 23:10:44.528905781,Keyboard,Electronics,North,1,25977,25977
10235,2023-01-18 00:55:35.707141428,Laptop,Electronics,East,2,37431,74862
10236,2023-01-18 02:40:26.885377075,Webcam,Accessories,West,4,1129,4516
10237,2023-01-18 04:25:18.063612722,Monitor,Electronics,South,4,46331,185324
10238,2023-01-18 06:10:09.241848369,Mouse,Electronics,North,4,53111,212444
10239,2023-01-18 07:55:00.420084017,Headphones,Electronics,North,5,35626,178130
10240,2023-01-18 09:39:51.598319664,Webcam,Electronics,South,1,49503,49503
10241,2023-01-18 11:24:42.776555311,Webcam,Accessories,East,5,28549,142745
10242,2023-01-18 13:09:33.954790958,Keyboard,Electronics,South,5,13342,66710
10243,2023-01-18 14:54:25.133026605,Laptop,Electronics,South,3,37417,112251
10244,2023-01-18 16:39:16.311262252,Laptop,Electronics,East,1,11978,11978
10245,2023-01-18 18:24:07.489497899,Mouse,Electronics,South,4,53249,212996
10246,2023-01-18 20:08:58.667733546,Keyboard,Accessories,East,2,53664,107328
10247,2023-01-18 21:53:49.845969194,Webcam,Electronics,East,4,38628,154512
10248,2023-01-18 23:38:41.024204841,Monitor,Accessories,South,5,43180,215900
10249,2023-01-19 01:23:32.202440488,Keyboard,Electronics,West,1,9833,9833
10250,2023-01-19 03:08:23.380676135,Mouse,Accessories,East,1,47903,47903
10251,2023-01-19 04:53:14.558911782,Mouse,Accessories,South,1,34491,34491
10252,2023-01-19 06:38:05.737147429,Keyboard,Electronics,East,3,30473,91419
10253,2023-01-19 08:22:56.915383076,Mouse,Electronics,West,4,1737,6948
10254,2023-01-19 10:07:48.093618723,Keyboard,Accessories,West,3,30429,91287
10255,2023-01-19 11:52:39.271854371,Headphones,Accessories,North,2,47647,95294
10256,2023-01-19 13:37:30.450090018,Keyboard,Electronics,East,5,2299,11495
10257,2023-01-19 15:22:21.628325665,Keyboard,Accessories,East,3,53632,160896
10258,2023-01-19 17:07:12.806561312,Mouse,Accessories,South,3,1339,4017
10259,2023-01-19 18:52:03.984796959,Mouse,Accessories,East,5,33920,169600
10260,2023-01-19 20:36:55.163032606,Laptop,Electronics,North,1,55836,55836
10261,2023-01-19 22:21:46.341268253,Laptop,Accessories,West,5,43381,216905
10262,2023-01-20 00:06:37.519503901,Headphones,Accessories,West,4,47523,190092
10263,2023-01-20 01:51:28.697739548,Laptop,Accessories,North,5,49750,248750
10264,2023-01-20 03:36:19.875975195,Keyboard,Electronics,East,1,20435,20435
10265,2023-01-20 05:21:11.054210842,Mouse,Electronics,East,5,34194,170970
10266,2023-01-20 07:06:02.232446489,Laptop,Accessories,North,3,57298,171894
10267,2023-01-20 08:50:53.410682136,Laptop,Electronics,South,2,25509,51018
10268,2023-01-20 10:35:44.588917783,Headphones,Accessories,West,3,56499,169497
10269,2023-01-20 12:20:35.767153430,Webcam,Electronics,North,2,43095,86190
10270,2023-01-20 14:05:26.945389078,Headphones,Electronics,North,5,52524,262620
10271,2023-01-20 15:50:18.123624725,Keyboard,Accessories,East,4,58278,233112
10272,2023-01-20 17:35:09.301860372,Mouse,Electronics,West,5,45289,226445
10273,2023-01-20 19:20:00.480096019,Headphones,Electronics,East,1,51101,51101
10274,2023-01-20 21:04:51.658331666,Laptop,Electronics,North,5,57847,289235
10275,2023-01-20 22:49:42.836567313,Mouse,Accessories,South,2,2373,4746
10276,2023-01-21 00:34:34.014802960,Mouse,Electronics,West,3,8082,24246
10277,2023-01-21 02:19:25.193038607,Laptop,Electronics,North,4,26532,106128
10278,2023-01-21 04:04:16.371274255,Headphones,Accessories,North,5,43661,218305
10279,2023-01-21 05:49:07.549509902,Laptop,Electronics,South,5,19866,99330
10280,2023-01-21 07:33:58.727745549,Webcam,Electronics,North,3,8593,25779
10281,2023-01-21 09:18:49.905981196,Mouse,Electronics,North,4,10495,41980
10282,2023-01-21 11:03:41.084216843,Monitor,Electronics,West,5,50522,252610
10283,2023-01-21 12:48:32.262452490,Monitor,Electronics,West,5,8837,44185
10284,2023-01-21 14:33:23.440688137,Keyboard,Accessories,West,2,12172,24344
10285,2023-01-21 16:18:14.618923785,Laptop,Accessories,East,2,19680,39360
10286,2023-01-21 18:03:05.797159432,Laptop,Electronics,South,1,57186,57186
10287,2023-01-21 19:47:56.975395079,Keyboard,Electronics,West,3,56476,169428
10288,2023-01-21 21:32:48.153630726,Keyboard,Electronics,East,4,57294,229176
10289,2023-01-21 23:17:39.331866373,Keyboard,Accessories,East,5,31346,156730
10290,2023-01-22 01:02:30.510102020,Mouse,Accessories,South,5,44085,220425
10291,2023-01-22 02:47:21.688337667,Webcam,Electronics,South,1,24412,24412
10292,2023-01-22 04:32:12.866573314,Laptop,Electronics,North,5,23863,119315
10293,2023-01-22 06:17:04.044808962,Mouse,Accessories,East,3,54297,162891
10294,2023-01-22 08:01:55.223044609,Keyboard,Electronics,West,1,31804,31804
10295,2023-01-22 09:46:46.401280256,Laptop,Accessories,South,3,11934,35802
10296,2023-01-22 11:31:37.579515903,Mouse,Accessories,East,1,31723,31723
10297,2023-01-22 13:16:28.757751550,Webcam,Electronics,West,5,21405,107025
10298,2023-01-22 15:01:19.935987197,Mouse,Accessories,East,1,19748,19748
10299,2023-01-22 16:46:11.114222844,Webcam,Electronics,South,2,6230,12460
10300,2023-01-22 18:31:02.292458491,Keyboard,Electronics,North,4,47413,189652
10301,2023-01-22 20:15:53.470694139,Webcam,Electronics,East,5,23354,116770
10302,2023-01-22 22:00:44.648929786,Laptop,Electronics,West,4,9954,39816
10303,2023-01-22 23:45:35.827165433,Keyboard,Electronics,South,5,57452,287260
10304,2023-01-23 01:30:27.005401080,Laptop,Electronics,North,4,24139,96556
10305,2023-01-23 03:15:18.183636727,Monitor,Accessories,West,2,46022,92044
10306,2023-01-23 05:00:09.361872374,Headphones,Accessories,West,4,18388,73552
10307,2023-01-23 06:45:00.540108021,Webcam,Accessories,West,1,40825,40825
10308,2023-01-23 08:29:51.718343668,Headphones,Accessories,East,4,37523,150092
10309,2023-01-23 10:14:42.896579316,Headphones,Electronics,South,5,36614,183070
10310,2023-01-23 11:59:34.074814963,Webcam,Accessories,West,3,56414,169242
10311,2023-01-23 13:44:25.253050610,Keyboard,Accessories,East,4,58693,234772
10312,2023-01-23 15:29:16.431286257,Monitor,Accessories,South,4,36732,146928
10313,2023-01-23 17:14:07.609521904,Laptop,Electronics,South,4,42646,170584
10314,2023-01-23 18:58:58.787757551,Mouse,Accessories,East,5,22021,110105
10315,2023-01-23 20:43:49.965993198,Laptop,Electronics,East,4,28702,114808
10316,2023-01-23 22:28:41.144228846,Mouse,Accessories,West,5,46416,232080
10317,2023-01-24 00:13:32.322464493,Laptop,Electronics,South,5,36523,182615
10318,2023-01-24 01:58:23.500700140,Webcam,Electronics,North,3,53776,161328
10319,2023-01-24 03:43:14.678935787,Monitor,Accessories,East,1,20116,20116
10320,2023-01-24 05:28:05.857171434,Mouse,Electronics,South,5,7473,37365
10321,2023-01-24 07:12:57.035407081,Keyboard,Electronics,South,2,48322,96644
10322,2023-01-24 08:57:48.213642728,Laptop,Accessories,West,4,23735,94940
10323,2023-01-24 10:42:39.391878375,Laptop,Accessories,North,2,35461,70922
10324,2023-01-24 12:27:30.570114023,Mouse,Accessories,West,4,12084,48336
10325,2023-01-24 14:12:21.748349670,Keyboard,Electronics,North,3,45771,137313
10326,2023-01-24 15:57:12.926585317,Keyboard,Electronics,North,5,29756,148780
10327,2023-01-24 17:42:04.104820964,Webcam,Electronics,East,1,18068,18068
10328,2023-01-24 19:26:55.283056611,Webcam,Accessories,South,5,29916,149580
10329,2023-01-24 21:11:46.461292258,Webcam,Electronics,South,4,3919,15676
10330,2023-01-24 22:56:37.639527905,Webcam,Electronics,South,1,24550,24550
10331,2023-01-25 00:41:28.817763552,Webcam,Electronics,North,5,37524,187620
10332,2023-01-25 02:26:19.995999200,Webcam,Electronics,South,1,55606,55606
10333,2023-01-25 04:11:11.174234847,Monitor,Electronics,East,4,4283,17132
10334,2023-01-25 05:56:02.352470494,Keyboard,Electronics,North,3,5691,17073
10335,2023-01-25 07:40:53.530706141,Webcam,Electronics,North,3,24212,72636
10336,2023-01-25 09:25:44.708941788,Keyboard,Accessories,North,5,41118,205590
10337,2023-01-25 11:10:35.887177435,Keyboard,Accessories,North,2,29602,59204
10338,2023-01-25 12:55:27.065413082,Headphones,Accessories,East,4,18540,74160
10339,2023-01-25 14:40:18.243648730,Monitor,Electronics,South,5,36829,184145
10340,2023-01-25 16:25:09.421884377,Webcam,Electronics,East,5,57309,286545
10341,2023-01-25 18:10:00.600120024,Laptop,Accessories,South,3,6919,20757
10342,2023-01-25 19:54:51.778355671,Mouse,Electronics,East,1,23277,23277
10343,2023-01-25 21:39:42.956591318,Laptop,Accessories,West,4,54597,218388
10344,2023-01-25 23:24:34.134826965,Monitor,Electronics,West,1,56588,56588
10345,2023-01-26 01:09:25.313062612,Mouse,Electronics,West,4,18676,74704
10346,2023-01-26 02:54:16.491298259,Monitor,Accessories,West,2,43844,87688
